,date,value,state
53,1997-04-01,31695654,AR
54,1997-07-01,27524326,AR
55,1997-10-01,28322025,AR
56,1998-01-01,28114634,AR
57,1998-04-01,28302361,AR
58,1998-07-01,28186237,AR
59,1998-10-01,24691582,AR
60,1999-01-01,25318403,AR
61,1999-04-01,26171941,AR
62,1999-07-01,26192153,AR
63,1999-10-01,26626505,AR
64,2000-01-01,25200911,AR
65,2000-04-01,25867310,AR
66,2000-07-01,24674094,AR
67,2000-10-01,25312086,AR
68,2001-01-01,25876204,AR
69,2001-04-01,26359151,AR
70,2001-07-01,26951342,AR
71,2001-10-01,27908595,AR
72,2002-01-01,28333436,AR
73,2002-04-01,30390718,AR
74,2002-07-01,30835870,AR
75,2002-10-01,31598642,AR
76,2003-01-01,32052837,AR
77,2003-04-01,32668252,AR
78,2003-07-01,33297806,AR
79,2003-10-01,35873627,AR
80,2004-01-01,36211217,AR
81,2004-04-01,36883300,AR
82,2004-07-01,37474844,AR
83,2004-10-01,38386483,AR
84,2005-01-01,39091262,AR
85,2005-04-01,39836530,AR
86,2005-07-01,40906770,AR
87,2005-10-01,41736982,AR
88,2006-01-01,42794486,AR
89,2006-04-01,43981557,AR
90,2006-07-01,44962934,AR
91,2006-10-01,45805355,AR
92,2007-01-01,46934485,AR
93,2007-04-01,47202491,AR
94,2007-07-01,47811656,AR
95,2007-10-01,48725352,AR
96,2008-01-01,49447759,AR
97,2008-04-01,48445819,AR
98,2008-07-01,48744709,AR
99,2008-10-01,50089277,AR
100,2009-01-01,50989649,AR
101,2009-04-01,50837587,AR
102,2009-07-01,51124540,AR
103,2009-10-01,52126133,AR
104,2010-01-01,52720770,AR
105,2010-04-01,53543221,AR
106,2010-07-01,54308590,AR
107,2010-10-01,55574471,AR
108,2011-01-01,55028191,AR
109,2011-04-01,55931155,AR
110,2011-07-01,56453716,AR
111,2011-10-01,57216839,AR
112,2012-01-01,57754885,AR
113,2012-04-01,58624853,AR
114,2012-07-01,58900745,AR
115,2012-10-01,59647332,AR
116,2013-01-01,60106555,AR
117,2013-04-01,60516820,AR
118,2013-07-01,60692531,AR
119,2013-10-01,60638957,AR
120,2014-01-01,61678884,AR
0,1984-01-01,18472402,AZ
1,1984-04-01,19075085,AZ
2,1984-07-01,19495920,AZ
3,1984-10-01,20097871,AZ
4,1985-01-01,20937997,AZ
5,1985-04-01,21611548,AZ
6,1985-07-01,22026974,AZ
7,1985-10-01,22780757,AZ
8,1986-01-01,23884991,AZ
9,1986-04-01,24247895,AZ
10,1986-07-01,24569013,AZ
11,1986-10-01,25549126,AZ
12,1987-01-01,25982329,AZ
13,1987-04-01,26296842,AZ
14,1987-07-01,26234780,AZ
15,1987-10-01,26624814,AZ
16,1988-01-01,26997541,AZ
17,1988-04-01,25298747,AZ
18,1988-07-01,26958201,AZ
19,1988-10-01,27312346,AZ
20,1989-01-01,27883070,AZ
21,1989-04-01,27542600,AZ
22,1989-07-01,27017464,AZ
23,1989-10-01,25872058,AZ
24,1990-01-01,26372590,AZ
25,1990-04-01,27662724,AZ
26,1990-07-01,29629211,AZ
27,1990-10-01,32743017,AZ
28,1991-01-01,32694889,AZ
29,1991-04-01,33706320,AZ
30,1991-07-01,34713228,AZ
31,1991-10-01,35185351,AZ
32,1992-01-01,35255720,AZ
33,1992-04-01,30900324,AZ
34,1992-07-01,34868506,AZ
35,1992-10-01,35012107,AZ
36,1993-01-01,35300919,AZ
37,1993-04-01,35413191,AZ
38,1993-07-01,34049221,AZ
39,1993-10-01,35898091,AZ
40,1994-01-01,36780877,AZ
41,1994-04-01,37843488,AZ
42,1994-07-01,37936530,AZ
43,1994-10-01,39365521,AZ
44,1995-01-01,42006888,AZ
45,1995-04-01,43153200,AZ
46,1995-07-01,47938620,AZ
47,1995-10-01,49647256,AZ
48,1996-01-01,51992924,AZ
49,1996-04-01,52771245,AZ
50,1996-07-01,44420626,AZ
51,1996-10-01,46358648,AZ
52,1997-01-01,38469429,AZ
53,1997-04-01,38567751,AZ
54,1997-07-01,38618185,AZ
55,1997-10-01,38575334,AZ
56,1998-01-01,38757762,AZ
57,1998-04-01,37790116,AZ
58,1998-07-01,38066980,AZ
59,1998-10-01,38785861,AZ
60,1999-01-01,39757883,AZ
61,1999-04-01,48689743,AZ
62,1999-07-01,45017842,AZ
63,1999-10-01,46188239,AZ
64,2000-01-01,47331341,AZ
65,2000-04-01,53861853,AZ
66,2000-07-01,54979636,AZ
67,2000-10-01,58058267,AZ
68,2001-01-01,61241925,AZ
69,2001-04-01,61710665,AZ
70,2001-07-01,63354910,AZ
71,2001-10-01,41734626,AZ
72,2002-01-01,41451133,AZ
73,2002-04-01,43076812,AZ
74,2002-07-01,44552357,AZ
75,2002-10-01,46974540,AZ
76,2003-01-01,48174866,AZ
77,2003-04-01,50271631,AZ
78,2003-07-01,53634620,AZ
79,2003-10-01,57138323,AZ
80,2004-01-01,47645133,AZ
81,2004-04-01,50332751,AZ
82,2004-07-01,53358671,AZ
83,2004-10-01,56294667,AZ
84,2005-01-01,68401914,AZ
85,2005-04-01,73985889,AZ
86,2005-07-01,74661877,AZ
87,2005-10-01,77260867,AZ
88,2006-01-01,79127290,AZ
89,2006-04-01,76256972,AZ
90,2006-07-01,75246678,AZ
91,2006-10-01,17712666,AZ
92,2007-01-01,17750810,AZ
93,2007-04-01,17698927,AZ
94,2007-07-01,17889087,AZ
95,2007-10-01,18152138,AZ
96,2008-01-01,18661924,AZ
97,2008-04-01,15622671,AZ
98,2008-07-01,15372542,AZ
99,2008-10-01,15630800,AZ
100,2009-01-01,15690297,AZ
101,2009-04-01,15865378,AZ
102,2009-07-01,15323428,AZ
103,2009-10-01,14874406,AZ
104,2010-01-01,14035791,AZ
105,2010-04-01,13973151,AZ
106,2010-07-01,13653954,AZ
107,2010-10-01,13688718,AZ
108,2011-01-01,13125394,AZ
109,2011-04-01,12996809,AZ
110,2011-07-01,12071024,AZ
111,2011-10-01,11868298,AZ
112,2012-01-01,11963566,AZ
113,2012-04-01,12099246,AZ
114,2012-07-01,12029372,AZ
115,2012-10-01,12041307,AZ
116,2013-01-01,12173720,AZ
117,2013-04-01,12250764,AZ
118,2013-07-01,12168955,AZ
119,2013-10-01,17932167,AZ
120,2014-01-01,18075813,AZ
0,1984-01-01,273258959,CA
1,1984-04-01,274626482,CA
2,1984-07-01,277221252,CA
3,1984-10-01,278003752,CA
4,1985-01-01,276079273,CA
5,1985-04-01,280599456,CA
6,1985-07-01,284908061,CA
7,1985-10-01,287498664,CA
8,1986-01-01,286428126,CA
9,1986-04-01,277264958,CA
10,1986-07-01,286031007,CA
11,1986-10-01,284892019,CA
12,1987-01-01,281019910,CA
13,1987-04-01,280444306,CA
14,1987-07-01,279663672,CA
15,1987-10-01,286778209,CA
16,1988-01-01,281534596,CA
17,1988-04-01,286387978,CA
18,1988-07-01,290157025,CA
19,1988-10-01,291654867,CA
20,1989-01-01,294408181,CA
21,1989-04-01,301044988,CA
22,1989-07-01,308347518,CA
23,1989-10-01,316053087,CA
24,1990-01-01,319834780,CA
25,1990-04-01,328353164,CA
26,1990-07-01,339288456,CA
27,1990-10-01,340814891,CA
28,1991-01-01,340531537,CA
29,1991-04-01,343501380,CA
30,1991-07-01,344951470,CA
31,1991-10-01,346328709,CA
32,1992-01-01,341891655,CA
33,1992-04-01,320491058,CA
34,1992-07-01,328880716,CA
35,1992-10-01,328597346,CA
36,1993-01-01,319024733,CA
37,1993-04-01,315514173,CA
38,1993-07-01,316703612,CA
39,1993-10-01,320136341,CA
40,1994-01-01,324015216,CA
41,1994-04-01,324657994,CA
42,1994-07-01,327496894,CA
43,1994-10-01,332590301,CA
44,1995-01-01,337256536,CA
45,1995-04-01,349497757,CA
46,1995-07-01,348099384,CA
47,1995-10-01,349943031,CA
48,1996-01-01,354756693,CA
49,1996-04-01,378237307,CA
50,1996-07-01,396718998,CA
51,1996-10-01,400870200,CA
52,1997-01-01,435419778,CA
53,1997-04-01,433510573,CA
54,1997-07-01,451395913,CA
55,1997-10-01,455173331,CA
56,1998-01-01,461633916,CA
57,1998-04-01,461950216,CA
58,1998-07-01,472124671,CA
59,1998-10-01,495990194,CA
60,1999-01-01,499015842,CA
61,1999-04-01,502723365,CA
62,1999-07-01,259559178,CA
63,1999-10-01,273098743,CA
64,2000-01-01,277020729,CA
65,2000-04-01,282964870,CA
66,2000-07-01,291867838,CA
67,2000-10-01,296652019,CA
68,2001-01-01,304223005,CA
69,2001-04-01,315764672,CA
70,2001-07-01,322438971,CA
71,2001-10-01,340917834,CA
72,2002-01-01,349938658,CA
73,2002-04-01,352843383,CA
74,2002-07-01,371063715,CA
75,2002-10-01,399119601,CA
76,2003-01-01,415692946,CA
77,2003-04-01,418263925,CA
78,2003-07-01,446184825,CA
79,2003-10-01,478638861,CA
80,2004-01-01,231160126,CA
81,2004-04-01,240092825,CA
82,2004-07-01,247459832,CA
83,2004-10-01,259594376,CA
84,2005-01-01,266847335,CA
85,2005-04-01,274274996,CA
86,2005-07-01,282122197,CA
87,2005-10-01,294127091,CA
88,2006-01-01,304110715,CA
89,2006-04-01,310641591,CA
90,2006-07-01,322383088,CA
91,2006-10-01,325476085,CA
92,2007-01-01,333737203,CA
93,2007-04-01,339169053,CA
94,2007-07-01,347545715,CA
95,2007-10-01,359911790,CA
96,2008-01-01,360262483,CA
97,2008-04-01,365897197,CA
98,2008-07-01,374869721,CA
99,2008-10-01,388135543,CA
100,2009-01-01,402268551,CA
101,2009-04-01,413281649,CA
102,2009-07-01,409766344,CA
103,2009-10-01,393571906,CA
104,2010-01-01,397203027,CA
105,2010-04-01,398430088,CA
106,2010-07-01,414508476,CA
107,2010-10-01,418123438,CA
108,2011-01-01,423802341,CA
109,2011-04-01,422417634,CA
110,2011-07-01,430559386,CA
111,2011-10-01,441628365,CA
112,2012-01-01,440340964,CA
113,2012-04-01,442907581,CA
114,2012-07-01,447624849,CA
115,2012-10-01,451029876,CA
116,2013-01-01,454204603,CA
117,2013-04-01,466249048,CA
118,2013-07-01,483104601,CA
119,2013-10-01,498585538,CA
120,2014-01-01,529970292,CA
0,1984-01-01,21388105,CO
1,1984-04-01,21857761,CO
2,1984-07-01,22201411,CO
3,1984-10-01,22798807,CO
4,1985-01-01,22782823,CO
5,1985-04-01,23222521,CO
6,1985-07-01,23665056,CO
7,1985-10-01,23942294,CO
8,1986-01-01,23976965,CO
9,1986-04-01,24252779,CO
10,1986-07-01,24128062,CO
11,1986-10-01,24467753,CO
12,1987-01-01,24156520,CO
13,1987-04-01,24009303,CO
14,1987-07-01,23733350,CO
15,1987-10-01,23717431,CO
16,1988-01-01,23493918,CO
17,1988-04-01,23890189,CO
18,1988-07-01,24301380,CO
19,1988-10-01,24620129,CO
20,1989-01-01,24284802,CO
21,1989-04-01,24236151,CO
22,1989-07-01,24601155,CO
23,1989-10-01,25366863,CO
24,1990-01-01,25330591,CO
25,1990-04-01,25615764,CO
26,1990-07-01,25980753,CO
27,1990-10-01,26145023,CO
28,1991-01-01,25530667,CO
29,1991-04-01,25015421,CO
